Restaurant_id,Restaurant_link,Retaurant Name,Rating,price_for_one_two,Cousines
66474,https://www.swiggy.com/restaurants/twiststick-house-kavi-lakshmisha-road-basavanagudi-bangalore-66474,Twiststick House,4,₹300 FOR TWO,"Jain, North Indian, Continental, Italian, Beverages, Thai"
322300,https://www.swiggy.com/restaurants/the-pastry-house-wilson-garden-shanti-nagar-bangalore-322300,The Pastry House,4.1,₹150 FOR TWO,Bakery
355450,https://www.swiggy.com/restaurants/kolkata-famous-kati-roll-chamarajpet-basavangudi-bangalore-355450,Kolkata Famous Kati Roll,3.6,₹99 FOR TWO,"Snacks, Beverages"
387335,https://www.swiggy.com/restaurants/biryani-by-kilo-6th-block-koramangala-bangalore-387335,Biryani By Kilo,4,₹500 FOR TWO,"Biryani, Hyderabadi, North Indian, Kebabs, Mughlai, Desserts"
353030,https://www.swiggy.com/restaurants/chowman-1st-stage-indiranagar-bangalore-353030,Chowman,4.2,₹800 FOR TWO,"Chinese, Thai, Seafood, Beverages, Desserts"
402710,https://www.swiggy.com/restaurants/warmoven-cake-and-desserts-millars-road-vasanth-nagar-bangalore-402710,WarmOven Cake & Desserts,3.7,₹200 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
58746,https://www.swiggy.com/restaurants/srinidhi-sagar-deluxe-1st-stage-domlur-bangalore-58746,Srinidhi Sagar Deluxe,4.2,₹200 FOR TWO,"South Indian, North Indian, Indian, Chinese, Beverages, Desserts"
139114,https://www.swiggy.com/restaurants/main-lassi-shop-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-139114,Main Lassi Shop,3.8,₹250 FOR TWO,"Beverages, Juices, Ice Cream, Pizzas, Desserts"
561133,https://www.swiggy.com/restaurants/milana-fast-food-4th-block-koramangala-bangalore-561133,Milana Fast Food,3.5,₹320 FOR TWO,"South Indian, Chinese, Biryani"
42739,https://www.swiggy.com/restaurants/hotel-udupi-ruchi-5th-block-rajajinagar-bangalore-42739,Hotel Udupi Ruchi,4.1,₹300 FOR TWO,"South Indian, Chinese, Desserts, North Indian"
399118,https://www.swiggy.com/restaurants/nisarga-garden-dvg-road-basavanagudi-bangalore-399118,Nisarga Garden,4.3,₹200 FOR TWO,"North Indian, South Indian, Chaat, Beverages"
46656,https://www.swiggy.com/restaurants/mangalore-lunch-home-sg-palya-tavarekere-bangalore-46656,Mangalore Lunch Home,4,₹600 FOR TWO,"Chinese, North Indian, Seafood, South Indian"
17376,https://www.swiggy.com/restaurants/glens-bakehouse-lavelle-road-ashok-nagar-bangalore-17376,Glen's Bakehouse,4.4,₹500 FOR TWO,"Desserts, Bakery, Beverages, Continental, Italian"
302699,https://www.swiggy.com/restaurants/barbeque-nation-ulsoor-bangalore-302699,Barbeque Nation,4,₹600 FOR TWO,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts"
20637,https://www.swiggy.com/restaurants/szechuan-dragon-hanumanthanagar-basavanagudi-bangalore-20637,Szechuan Dragon,4.1,₹500 FOR TWO,"Chinese, Thai"
362457,https://www.swiggy.com/restaurants/the-bengal-club-1st-stage-domlur-bangalore-362457,The Bengal Club,4.1,₹500 FOR TWO,Bengali
382537,https://www.swiggy.com/restaurants/singh-da-punjabi-dhaba-7th-block-koramangala-bangalore-382537,Singh Da Punjabi Dhaba,3.8,₹200 FOR TWO,"Punjabi, Tandoor, Chinese"
132686,https://www.swiggy.com/restaurants/mumbai-xpress-5th-block-koramangala-bangalore-132686,Mumbai Xpress,3.9,₹200 FOR TWO,"North Indian, Chinese"
375045,https://www.swiggy.com/restaurants/paratha-envy-6th-block-koramangala-bangalore-375045,Paratha Envy,4.4,₹249 FOR TWO,North Indian
224868,https://www.swiggy.com/restaurants/ambur-dum-biriyani-binnamangala-indiranagar-bangalore-224868,Ambur Dum Biriyani,3.8,₹300 FOR TWO,"Indian, Mughlai"
421765,https://www.swiggy.com/restaurants/karavali-family-restaurant-residency-road-brigade-road-bangalore-421765,Karavali Family Restaurant,4,₹200 FOR TWO,"Mangalorean, Seafood, Chinese, Coastal"
69883,https://www.swiggy.com/restaurants/kanti-sweets-cunningham-road-ashok-nagar-bangalore-69883,Kanti Sweets,4.6,₹100 FOR TWO,Desserts
18464,https://www.swiggy.com/restaurants/fresh-bites-appareddy-palya-indiranagar-bangalore-18464,Fresh Bites,3.9,₹200 FOR TWO,"North Indian, South Indian, Chinese, Juices, Tandoor"
31194,https://www.swiggy.com/restaurants/tasty-magic-sg-palya-btm-layout-bangalore-31194,Tasty Magic,3.3,₹300 FOR TWO,"Chinese, Arabian, North Indian, Desserts, Biryani, South Indian"
426730,https://www.swiggy.com/restaurants/theobroma-vittal-malya-road-ashok-nagar-bangalore-426730,Theobroma,4.6,₹500 FOR TWO,"Desserts, Bakery, Beverages"
167573,https://www.swiggy.com/restaurants/northwind-restaurant-sheshadripuram-malleshwaram-bangalore-167573,Northwind Restaurant,4.3,₹400 FOR TWO,"Mangalorean, South Indian, Biryani, North Indian"
102334,https://www.swiggy.com/restaurants/dindigul-thalappakatti-mg-road-bangalore-102334,Dindigul Thalappakatti,4,₹650 FOR TWO,"Biryani, Barbecue, South Indian, Chinese, North Indian"
423134,https://www.swiggy.com/restaurants/lassi-shop-gandhi-nagar-majestic-bangalore-423134,Lassi Shop,--,₹150 FOR TWO,Beverages
527591,https://www.swiggy.com/restaurants/wow-momo-church-street-ashok-nagar-bangalore-527591,Wow! Momo,4.2,₹300 FOR TWO,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages"
111229,https://www.swiggy.com/restaurants/kabab-palace-6th-block-rajajinagar-bangalore-111229,Kabab Palace,4.3,₹400 FOR TWO,"Chinese, South Indian, North Indian, Andhra, Seafood, Punjabi, Hyderabadi"
392828,https://www.swiggy.com/restaurants/big-bowl-chikka-lakshmaiah-layout-adugodi-bangalore-392828,Big Bowl,3.8,₹250 FOR TWO,"North Indian, Chinese, Tibetan, Desserts"
44462,https://www.swiggy.com/restaurants/xo-belgian-waffle-5th-block-koramangala-bangalore-44462,XO Belgian Waffle,4.3,₹250 FOR TWO,Desserts
160172,https://www.swiggy.com/restaurants/da-ying-yang-benson-town-vasanth-nagar-bangalore-160172,DA Ying Yang,4.1,₹240 FOR TWO,Chinese
501638,https://www.swiggy.com/restaurants/idc-kitchen-residency-road-bangalore-501638,IDC Kitchen,4.4,₹200 FOR TWO,"South Indian, North Indian"
255436,https://www.swiggy.com/restaurants/chaat-street-5th-block-koramangala-bangalore-255436,Chaat Street,4.1,₹200 FOR TWO,"Snacks, Chaat, Street Food, North Indian, Fast Food"
314519,https://www.swiggy.com/restaurants/chandus-deluxe-naati-style-sadashiv-nagar-malleshwaram-bangalore-314519,Chandus deluxe (Naati style),4.1,₹250 FOR TWO,"Indian, South Indian, Chinese"
197009,https://www.swiggy.com/restaurants/kunafa-world-pulakeshinagar-frazer-town-bangalore-197009,Kunafa World,4.5,₹500 FOR TWO,Middle Eastern
562239,https://www.swiggy.com/restaurants/sri-udupi-food-hub-bhuvanappa-layout-s-g-palya-bangalore-562239,Sri Udupi Food Hub,4.3,₹200 FOR TWO,"South Indian, North Indian, Chinese, Indian, Ice Cream, Chaat, Beverages, Desser..."
453,https://www.swiggy.com/restaurants/chichabas-taj-mm-road-frazer-town-bangalore-453,Chichabas Taj,4.1,₹532 FOR TWO,"Mughlai, North Indian, Biryani"
606918,https://www.swiggy.com/restaurants/chickpet-donne-biryani-house-3rd-block-jayanagar-bangalore-606918,Chickpet Donne Biryani House,3.9,₹250 FOR TWO,"Biryani, Kebabs, South Indian"
411244,https://www.swiggy.com/restaurants/green-donne-biriyani-and-kabab-center-nagappa-street-malleshwaram-bangalore-411244,Green Donne Biriyani and Kabab Center,3.9,₹200 FOR TWO,"Indian, Biryani"
352792,https://www.swiggy.com/restaurants/grameen-kulfi-robertson-road-frazer-town-bangalore-352792,Grameen Kulfi,4.8,₹120 FOR TWO,"Ice Cream, Desserts"
712024,https://www.swiggy.com/restaurants/indian-restaurant-r-t-nagar-frazer-town-bangalore-712024,Indian Restaurant,4.4,₹250 FOR TWO,"North Indian, Kebabs, Desserts, Salads"
80118,https://www.swiggy.com/restaurants/taco-bell-ashok-nagar-magrath-road-bangalore-80118,Taco Bell,4.3,₹300 FOR TWO,Mexican
107119,https://www.swiggy.com/restaurants/shahi-family-restaurant-swamy-vivekananda-ulsoor-bangalore-107119,Shahi Family Restaurant,3.7,₹299 FOR TWO,"Seafood, Tandoor, Chinese, North Indian, South Indian"
146490,https://www.swiggy.com/restaurants/karnataka-bhel-house-chamrajpet-basavanagudi-bangalore-146490,Karnataka Bhel House,4.4,₹100 FOR TWO,Chaat
454000,https://www.swiggy.com/restaurants/biryani-hotel-5th-block-koramangala-bangalore-454000,Biryani Hotel,3.2,₹150 FOR TWO,"Biryani, Indian, Arabian"
593433,https://www.swiggy.com/restaurants/five-star-chicken-jumma-masjid-oph-road-shivajinagar-bangalore-593433,Five Star Chicken,3.8,₹400 FOR TWO,"Fast Food, American, Snacks"
41104,https://www.swiggy.com/restaurants/adigas-k-g-road-majestic-bangalore-41104,Adiga's,3.9,₹200 FOR TWO,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts"
56718,https://www.swiggy.com/restaurants/tapri-by-the-corner-5th-block-koramangala-bangalore-56718,Tapri By The Corner,4,₹250 FOR TWO,"North Indian, Chinese, Snacks, Indian"
676003,https://www.swiggy.com/restaurants/shawarma-on-wheels-cunningham-road-central-bangalore-bangalore-676003,Shawarma on Wheels,4.1,₹400 FOR TWO,"Arabian, Snacks, Fast Food"
23847,https://www.swiggy.com/restaurants/dominos-pizza-rest-house-road-brigade-road-bangalore-23847,Domino's Pizza,4.2,₹400 FOR TWO,"Pizzas, Italian, Pastas, Desserts"
300609,https://www.swiggy.com/restaurants/chungs-chinese-corner-cunningham-road-cunningham-road-bangalore-300609,Chungs Chinese Corner - Cunningham Road,4.4,₹450 FOR TWO,"Chinese, Snacks"
244578,https://www.swiggy.com/restaurants/big-bang-pizza-pulakeshinagar-frazer-town-bangalore-244578,Big Bang Pizza,4.2,₹300 FOR TWO,"Pizzas, Pastas, Continental"
143934,https://www.swiggy.com/restaurants/hotel-revoli-inn-shantinagar-shanti-nagar-bangalore-143934,Hotel Revoli Inn,4,₹400 FOR TWO,"Indian, Chinese, Tandoor, South Indian"
311183,https://www.swiggy.com/restaurants/san-tung-chinese-16th-cross-road-malleshwaram-bangalore-311183,San Tung Chinese,4,₹250 FOR TWO,"Chinese, Tibetan"
5312,https://www.swiggy.com/restaurants/meat-and-eat-2nd-stage-indiranagar-bangalore-5312,Meat and Eat,4,₹300 FOR TWO,Biryani
444178,https://www.swiggy.com/restaurants/magnolia-bakery-jk-plaza-indiranagar-bangalore-444178,Magnolia Bakery,4.5,₹500 FOR TWO,"Bakery, Desserts, Ice Cream"
61785,https://www.swiggy.com/restaurants/punjabi-nawabi-7th-block-koramangala-bangalore-61785,Punjabi Nawabi,3.8,₹350 FOR TWO,"Chinese, North Indian, Punjabi"
133174,https://www.swiggy.com/restaurants/taste-of-malabar-maruti-nagar-btm-layout-bangalore-133174,Taste of malabar,4.2,₹230 FOR TWO,"Kerala, South Indian, Seafood, Chinese"
3013,https://www.swiggy.com/restaurants/backyard-burgers-and-grill-defence-colony-indiranagar-bangalore-3013,Backyard Burgers and Grill,4.1,₹250 FOR TWO,"Burgers, Snacks, American, Beverages, Desserts, Fast Food, Arabian, Indian, Sala..."
460146,https://www.swiggy.com/restaurants/la-heaven-coles-road-frazer-town-bangalore-460146,La Heaven,4.2,₹300 FOR TWO,"Bakery, Desserts, Beverages"
375141,https://www.swiggy.com/restaurants/shrinidhi-military-hotel-south-end-road-basavanagudi-bangalore-375141,Shrinidhi Military Hotel,3.9,₹299 FOR TWO,South Indian
3900,https://www.swiggy.com/restaurants/mad-over-donuts-ashok-nagar-magrath-road-bangalore-3900,Mad Over Donuts,3.9,₹200 FOR TWO,"Desserts, Sweets, Bakery"
449876,https://www.swiggy.com/restaurants/shyam-mishra-juice-centre-llp-chickpet-majestic-bangalore-449876,Shyam Mishra Juice Centre Llp,4.4,₹160 FOR TWO,"Juices, Beverages"
246151,https://www.swiggy.com/restaurants/maedah-8th-block-koramangala-bangalore-246151,MAEDAH,3.3,₹450 FOR TWO,"Arabian, Tandoor, Chinese"
571338,https://www.swiggy.com/restaurants/the-punjabi-kitchen-hal-2nd-stage-indiranagar-bangalore-571338,The Punjabi kitchen,3.7,₹5 FOR TWO,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera..."
3949,https://www.swiggy.com/restaurants/rajdhani-malleshwaram-bangalore-3949,Rajdhani,4,₹400 FOR TWO,"Gujarati, Rajasthani, North Indian"
647582,https://www.swiggy.com/restaurants/smoky-docky-khb-colony-koramangala-bangalore-647582,Smoky Docky,4.3,₹250 FOR TWO,"Snacks, Desserts"
580691,https://www.swiggy.com/restaurants/rollsking-5th-block-koramangala-bangalore-580691,Rollsking,4.1,₹300 FOR TWO,"North Indian, Fast Food, Beverages"
38725,https://www.swiggy.com/restaurants/belgian-waffle-factory-millers-road-vasanth-nagar-bangalore-38725,Belgian Waffle Factory,4.1,₹300 FOR TWO,"American, Desserts"
439141,https://www.swiggy.com/restaurants/biryani-blues-church-street-ashok-nagar-bangalore-439141,Biryani Blues,4.2,₹400 FOR TWO,"Biryani, Kebabs, Lucknowi, Hyderabadi"
1050,https://www.swiggy.com/restaurants/nagarjuna-chimney-3rd-block-jaya-nagar-bangalore-1050,Nagarjuna Chimney,4.3,₹800 FOR TWO,"Seafood, Andhra, Biryani, South Indian, Desserts, Beverages"
724339,https://www.swiggy.com/restaurants/dakshin-authentic-coastal-cuisine-binnamangala-indiranagar-bangalore-724339,DAKSHIN(Authentic Coastal Cuisine),4.9,₹800 FOR TWO,"Coastal, Seafood, Indian, Tandoor, Biryani, Desserts, Konkan, Mangalorean"
649992,https://www.swiggy.com/restaurants/now-boarding-cafe-main-rd-jayanagar-bangalore-649992,Now Boarding Cafe,--,₹500 FOR TWO,"Beverages, Fast Food, Chinese, Italian-American"
696231,https://www.swiggy.com/restaurants/itc-sunfeast-baked-creations-shivaji-nagar-dispensary-rd-bangalore-696231,ITC Sunfeast Baked Creations,4.6,₹600 FOR TWO,"Bakery, Desserts, Continental, Cafe, Snacks"
448116,https://www.swiggy.com/restaurants/the-bowl-company-akkithimanahalli-shanti-nagar-bangalore-448116,The Bowl Company,4.4,₹300 FOR TWO,"Pan-Asian, Continental, North Indian, Desserts, American, Asian, Beverages, Biry..."
2811,https://www.swiggy.com/restaurants/art-of-delight-ice-creams-sundaes-and-desserts-residency-road-ashok-nagar-bangalore-2811,"Art of Delight - Ice Creams, Sundaes and Desserts",4.5,₹250 FOR TWO,"Ice Cream, Desserts, Beverages"
557828,https://www.swiggy.com/restaurants/adil-biryani-house-5th-block-koramangala-bangalore-557828,Adil Biryani House,3.5,₹200 FOR TWO,"Biryani, Hyderabadi"
575237,https://www.swiggy.com/restaurants/veg-daawat-by-behrouz-142-k-h-road-shanti-nagar-bangalore-575237,Veg Daawat by Behrouz,--,₹500 FOR TWO,"Biryani, Mughlai, Lucknowi, Hyderabadi, Desserts, Beverages"
681685,https://www.swiggy.com/restaurants/thalassery-restaurant-pulikeshi-nagar-frazer-town-bangalore-681685,Thalassery Restaurant,3.8,₹150 FOR TWO,"Biryani, Snacks"
439647,https://www.swiggy.com/restaurants/gerry-s-kitchen-xavier-layout-richmond-road-bangalore-439647,Gerry 's kitchen,--,₹450 FOR TWO,"Indian, Seafood"
121603,https://www.swiggy.com/restaurants/kannur-food-point-sg-palya-tavarekere-bangalore-121603,Kannur Food Point,3.9,₹300 FOR TWO,"Kerala, Chinese"
3062,https://www.swiggy.com/restaurants/rolls-on-wheels-hanumanthanagar-st-marks-road-bangalore-3062,Rolls On Wheels,4.3,₹300 FOR TWO,Snacks
18533,https://www.swiggy.com/restaurants/mangaluru-seafood-3rd-block-jayanagar-bangalore-18533,Mangaluru Seafood,4,₹500 FOR TWO,"Mangalorean, Seafood"
29673,https://www.swiggy.com/restaurants/natural-ice-cream-ashok-nagar-st-marks-road-bangalore-29673,Natural Ice Cream,4.6,₹150 FOR TWO,"Ice Cream, Desserts"
402783,https://www.swiggy.com/restaurants/kouzina-kafe-the-food-court-millars-road-vasanth-nagar-bangalore-402783,Kouzina Kafe - The Food Court,3.6,₹150 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
449876,https://www.swiggy.com/restaurants/shyam-mishra-juice-centre-llp-chickpet-majestic-bangalore-449876,Shyam Mishra Juice Centre Llp,4.4,₹160 FOR TWO,"Juices, Beverages"
3900,https://www.swiggy.com/restaurants/mad-over-donuts-ashok-nagar-magrath-road-bangalore-3900,Mad Over Donuts,3.9,₹200 FOR TWO,"Desserts, Sweets, Bakery"
2821,https://www.swiggy.com/restaurants/xian-yellappa-chetty-layout-ulsoor-bangalore-2821,Xian,4.3,₹600 FOR TWO,"Chinese, Seafood, Thai, Pan-Asian"
503592,https://www.swiggy.com/restaurants/hari-super-sandwich-kumara-park-west-seshadripuram-bangalore-503592,Hari Super Sandwich,3.7,₹300 FOR TWO,"Fast Food, Snacks"
405531,https://www.swiggy.com/restaurants/mr-tea-maruti-nagar-btm-layout-bangalore-405531,Mr. Tea,4,₹200 FOR TWO,"Snacks, Indian"
385,https://www.swiggy.com/restaurants/juice-junction-koramangala-bangalore-385,Juice Junction,4.5,₹150 FOR TWO,Juices
30179,https://www.swiggy.com/restaurants/chungs-pavilion-2nd-stage-indiranagar-bangalore-30179,Chung's Pavilion,4.4,₹600 FOR TWO,Chinese
365222,https://www.swiggy.com/restaurants/green-chilly-2nd-stage-d-block-rajajinagar-bangalore-365222,Green Chilly,4.2,₹300 FOR TWO,"Chinese, North Indian, Indian"
423814,https://www.swiggy.com/restaurants/hotel-annapoorna-gandhi-nagar-majestic-bangalore-423814,Hotel Annapoorna,4.4,₹450 FOR TWO,"Biryani, Andhra"
211,https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-211,Tandoor Hut,4.4,₹300 FOR TWO,Biryani
84742,https://www.swiggy.com/restaurants/svi-food-jogupalya-halasuru-bangalore-84742,SVI Food,4.5,₹200 FOR TWO,North Indian
308,https://www.swiggy.com/restaurants/bangalikhana-7th-block-koramangala-bangalore-308,Bangalikhana,4.2,₹350 FOR TWO,"Bengali, Mughlai, Sweets"
442789,https://www.swiggy.com/restaurants/the-dessert-heaven-pure-veg-2nd-stage-domlur-layout-bangalore-442789,The Dessert Heaven - Pure Veg,4.4,₹200 FOR TWO,"Bakery, Desserts, Sweets, Ice Cream"
389279,https://www.swiggy.com/restaurants/sri-srinivas-pork-hotel-vivek-nagar-ejipura-bangalore-389279,Sri Srinivas Pork Hotel,3.2,₹99 FOR TWO,"South Indian, Chinese, Snacks"
696367,https://www.swiggy.com/restaurants/fungs-chinese-xpress-btm-layout-koramangala-bangalore-696367,Fung's Chinese Xpress,3.8,₹250 FOR TWO,"Chinese, Asian"
379251,https://www.swiggy.com/restaurants/shawarma21-lakshmi-narayana-puram-rajajinagar-bangalore-379251,Shawarma21,3.8,₹150 FOR TWO,"Arabian, Fast Food"
396741,https://www.swiggy.com/restaurants/faasos-wraps-and-rolls-residency-road-shantinagar-bangalore-396741,Faasos - Wraps & Rolls,4.2,₹200 FOR TWO,"Kebabs, Fast Food, Snacks, North Indian, American, Healthy Food, Desserts, Bever..."
2820,https://www.swiggy.com/restaurants/khan-saheb-grills-and-rolls-tasker-town-commercial-street-bangalore-2820,Khan Saheb Grills and Rolls,4.2,₹300 FOR TWO,"Tandoor, Mughlai, North Indian, Kebabs"
430932,https://www.swiggy.com/restaurants/thakali-momos-1st-stage-btm-layout-bangalore-430932,Thakali Momos,4.2,₹300 FOR TWO,"Chinese, Thalis"
402719,https://www.swiggy.com/restaurants/cupcake-bliss-cake-and-desserts-padmavathi-complex-vasanth-nagar-bangalore-402719,Cupcake Bliss Cake & Desserts,3.7,₹200 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
2414,https://www.swiggy.com/restaurants/gundappa-donne-biryani-1st-main-road-sheshadripuram-bangalore-2414,Gundappa Donne Biryani,3.8,₹200 FOR TWO,Biryani
47446,https://www.swiggy.com/restaurants/tasty-paradise-tirur-park-road-malleshwaram-bangalore-47446,Tasty Paradise,4.1,₹250 FOR TWO,"Andhra, Chinese, Mughlai, North Indian, Seafood"
396750,https://www.swiggy.com/restaurants/the-biryani-life-residency-road-shantinagar-bangalore-396750,The Biryani Life,3.9,₹250 FOR TWO,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, Desserts, Beverages"
394898,https://www.swiggy.com/restaurants/al-fillfilah-mandi-majlis-4th-t-block-jayanagar-bangalore-394898,Al Fillfilah Mandi Majlis,4.2,₹250 FOR TWO,Arabian
699173,https://www.swiggy.com/restaurants/five-star-chicken-cubbonpet-main-rd-basavanagudi-bangalore-699173,Five Star Chicken,--,₹150 FOR TWO,Fast Food
396748,https://www.swiggy.com/restaurants/the-good-bowl-residency-road-shantinagar-bangalore-396748,The Good Bowl,4.2,₹400 FOR TWO,"Biryani, North Indian, Pastas, Punjabi, Desserts, Beverages"
628642,https://www.swiggy.com/restaurants/karims-original-from-jama-masjid-delhi-6-ashok-nagar-st-marks-road-bangalore-628642,KARIM'S- Original from Jama Masjid Delhi- 6,4.1,₹800 FOR TWO,"Mughlai, Biryani, North Indian, Kebabs, Desserts"
92713,https://www.swiggy.com/restaurants/bombay-kulfis-sheshadripuram-malleshwaram-bangalore-92713,Bombay Kulfis,4.4,₹300 FOR TWO,"Desserts, Ice Cream"
622202,https://www.swiggy.com/restaurants/mojo-pizza-2x-toppings-langford-road-shantinagar-bangalore-622202,MOJO Pizza - 2X Toppings,4.2,₹250 FOR TWO,"Pizzas, Italian, Fast Food, Desserts"
690393,https://www.swiggy.com/restaurants/the-srirangam-cafe-double-road-indiranagar-bangalore-690393,The Srirangam Cafe,4.4,₹300 FOR TWO,South Indian
571337,https://www.swiggy.com/restaurants/sri-ram-bhojanalay-hal-2nd-stage-indiranagar-bangalore-571337,Sri Ram Bhojanalay,3.8,₹5 FOR TWO,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera..."
53503,https://www.swiggy.com/restaurants/brik-oven-church-street-bangalore-53503,Brik Oven,4.2,₹700 FOR TWO,"Italian, Pizzas, Desserts, Beverages"
2611,https://www.swiggy.com/restaurants/bathinda-junction-5th-block-koramangala-bangalore-2611,Bathinda Junction,4,₹250 FOR TWO,North Indian
609247,https://www.swiggy.com/restaurants/the-cake-fancy-patelamma-temple-street-basavanagudi-bangalore-609247,The cake fancy,--,₹250 FOR TWO,Bakery
519153,https://www.swiggy.com/restaurants/lepchas-restaurant-1st-block-rajajinagar-bangalore-519153,Lepcha's Restaurant,4.3,₹300 FOR TWO,Chinese
707740,https://www.swiggy.com/restaurants/hotel-prashanth-ain-road-basavanagudi-bangalore-707740,Hotel Prashanth,4,₹500 FOR TWO,"Andhra, Chinese"
394204,https://www.swiggy.com/restaurants/friendly-neighbourhood-pizza-man-vv-puram-vishweshwarapura-basavanagudi-bangalore-394204,"Friendly Neighbourhood Pizza-Man, VV Puram",4.6,₹260 FOR TWO,Pizzas
22369,https://www.swiggy.com/restaurants/new-punjabi-hotel-the-nexus-mall-koramangala-bangalore-22369,New Punjabi Hotel,3.6,₹160 FOR TWO,North Indian
50711,https://www.swiggy.com/restaurants/sri-krishna-sagar-6th-block-koramangala-bangalore-50711,Sri Krishna Sagar,4.3,₹200 FOR TWO,"South Indian, North Indian, Beverages, Jain"
69876,https://www.swiggy.com/restaurants/subway-ub-city-ashok-nagar-bangalore-69876,Subway,4.1,₹350 FOR TWO,"Fast Food, Salads, Snacks, Desserts, Beverages"
398070,https://www.swiggy.com/restaurants/jain-and-veg-cuisines-kavi-lakshmisha-road-basavanagudi-bangalore-398070,Jain and Veg Cuisines,4,₹300 FOR TWO,"Indian, Jain, Beverages, Chinese"
654154,https://www.swiggy.com/restaurants/new-prashanth-hotel-market-rd-basavanagudi-bangalore-654154,New Prashanth Hotel,4.3,₹500 FOR TWO,"Biryani, Beverages, Indian"
531344,https://www.swiggy.com/restaurants/n-r-donne-biriyani-1st-block-jayanagar-bangalore-531344,N R Donne Biriyani,4.1,₹250 FOR TWO,"Biryani, South Indian"
580194,https://www.swiggy.com/restaurants/sakkath-dosa-gandhi-bazaar-basavanagudi-bangalore-580194,Sakkath Dosa,4.1,₹150 FOR TWO,South Indian
403197,https://www.swiggy.com/restaurants/the-dessert-zone-millars-road-vasanth-nagar-bangalore-403197,The Dessert Zone,3.6,₹200 FOR TWO,"Bakery, Desserts, Ice Cream, Beverages"
124178,https://www.swiggy.com/restaurants/starbucks-coffee-ashok-nagar-lavelle-road-bangalore-124178,Starbucks Coffee,4.3,₹400 FOR TWO,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream"
709752,https://www.swiggy.com/restaurants/melting-cheese-rangaswamy-temple-st-basavanagudi-bangalore-709752,Melting Cheese,--,₹200 FOR TWO,"Pizzas, Fast Food"
655584,https://www.swiggy.com/restaurants/prasuma-momo-kitchen-at-industrial-layout-koramangala-bangalore-655584,Prasuma Momo Kitchen,4.5,₹300 FOR TWO,"Chinese, Asian, Snacks, Tibetan, Street Food, Japanese, Pan-Asian, Beverages"
711748,https://www.swiggy.com/restaurants/salad-days-sarvagna-nagar-indiranagar-bangalore-711748,Salad Days,4.8,₹500 FOR TWO,"Salads, Healthy Food, Beverages"
